data,valor_brl,valor_usd,commodity,regiao,__fonte__
2009-08-27,50.23,26.93,SOJA,PRG,CEPEA
2009-08-28,19.32,10.26,MILHO,BRASIL,CEPEA
2009-08-28,48.69,25.87,SOJA,PR,CEPEA
2009-08-28,50.43,26.79,SOJA,PRG,CEPEA
2009-08-31,19.29,10.21,MILHO,BRASIL,CEPEA
2009-08-31,48.22,25.53,SOJA,PR,CEPEA
2009-08-31,49.70,26.31,SOJA,PRG,CEPEA
2009-09-01,19.27,10.11,MILHO,BRASIL,CEPEA
2009-09-01,47.92,25.16,SOJA,PR,CEPEA
2009-09-01,49.21,25.83,SOJA,PRG,CEPEA
2009-09-02,19.19,10.18,MILHO,BRASIL,CEPEA
2009-09-02,47.39,25.14,SOJA,PR,CEPEA
2009-09-02,48.40,25.68,SOJA,PRG,CEPEA
2009-09-03,19.17,10.27,MILHO,BRASIL,CEPEA
2009-09-03,47.30,25.35,SOJA,PR,CEPEA
2009-09-03,48.50,25.99,SOJA,PRG,CEPEA
2009-09-04,19.13,10.40,MILHO,BRASIL,CEPEA
2009-09-04,47.07,25.58,SOJA,PR,CEPEA
2009-09-04,47.88,26.02,SOJA,PRG,CEPEA
2009-09-08,19.10,10.45,MILHO,BRASIL,CEPEA
2009-09-08,47.19,25.83,SOJA,PR,CEPEA
2009-09-08,48.67,26.64,SOJA,PRG,CEPEA
2009-09-09,19.08,10.39,MILHO,BRASIL,CEPEA
2009-09-09,46.97,25.58,SOJA,PR,CEPEA
2009-09-09,48.22,26.26,SOJA,PRG,CEPEA
2009-09-10,19.11,10.49,MILHO,BRASIL,CEPEA
2009-09-10,46.54,25.56,SOJA,PR,CEPEA
2009-09-10,47.21,25.93,SOJA,PRG,CEPEA
2009-09-11,18.95,10.37,MILHO,BRASIL,CEPEA
2009-09-11,46.09,25.23,SOJA,PR,CEPEA
2009-09-11,46.40,25.40,SOJA,PRG,CEPEA
2009-09-14,19.00,10.48,MILHO,BRASIL,CEPEA
2009-09-14,45.77,25.25,SOJA,PR,CEPEA
2009-09-14,46.30,25.54,SOJA,PRG,CEPEA
2009-09-15,18.92,10.48,MILHO,BRASIL,CEPEA
2009-09-15,46.04,25.49,SOJA,PR,CEPEA
2009-09-15,46.25,25.61,SOJA,PRG,CEPEA
2009-09-16,18.97,10.54,MILHO,BRASIL,CEPEA
2009-09-16,46.31,25.73,SOJA,PR,CEPEA
2009-09-16,47.00,26.11,SOJA,PRG,CEPEA
2009-09-17,18.79,10.40,MILHO,BRASIL,CEPEA
2009-09-17,45.82,25.36,SOJA,PR,CEPEA
2009-09-17,46.40,25.68,SOJA,PRG,CEPEA
2009-09-18,18.90,10.45,MILHO,BRASIL,CEPEA
2009-09-18,46.21,25.54,SOJA,PR,CEPEA
2009-09-18,46.50,25.70,SOJA,PRG,CEPEA
2009-09-21,19.00,10.46,MILHO,BRASIL,CEPEA
2009-09-21,45.58,25.10,SOJA,PR,CEPEA
2009-09-21,45.50,25.06,SOJA,PRG,CEPEA
2009-09-22,19.05,10.60,MILHO,BRASIL,CEPEA
2009-09-22,45.53,25.32,SOJA,PR,CEPEA
2009-09-22,45.00,25.03,SOJA,PRG,CEPEA
2009-09-23,19.23,10.76,MILHO,BRASIL,CEPEA
2009-09-23,45.19,25.29,SOJA,PR,CEPEA
2009-09-23,44.64,24.98,SOJA,PRG,CEPEA
2009-09-24,19.19,10.64,MILHO,BRASIL,CEPEA
2009-09-24,45.16,25.03,SOJA,PR,CEPEA
2009-09-24,44.80,24.83,SOJA,PRG,CEPEA
2009-09-25,19.27,10.72,MILHO,BRASIL,CEPEA
2009-09-25,45.00,25.03,SOJA,PR,CEPEA
2009-09-25,43.40,24.14,SOJA,PRG,CEPEA
2009-09-28,19.39,10.82,MILHO,BRASIL,CEPEA
2009-09-28,45.05,25.14,SOJA,PR,CEPEA
2009-09-28,44.10,24.61,SOJA,PRG,CEPEA
2009-09-29,19.43,10.84,MILHO,BRASIL,CEPEA
2009-09-29,44.62,24.89,SOJA,PR,CEPEA
2009-09-29,43.60,24.32,SOJA,PRG,CEPEA
2009-09-30,19.48,10.99,MILHO,BRASIL,CEPEA
2009-09-30,44.62,25.18,SOJA,PR,CEPEA
2009-09-30,43.62,24.62,SOJA,PRG,CEPEA
2009-10-01,19.64,10.98,MILHO,BRASIL,CEPEA
2009-10-01,44.60,24.95,SOJA,PR,CEPEA
2009-10-01,43.72,24.45,SOJA,PRG,CEPEA
2009-10-02,19.69,11.08,MILHO,BRASIL,CEPEA
2009-10-02,44.30,24.92,SOJA,PR,CEPEA
2009-10-02,43.25,24.33,SOJA,PRG,CEPEA
2009-10-05,19.95,11.33,MILHO,BRASIL,CEPEA
2009-10-05,44.17,25.08,SOJA,PR,CEPEA
2009-10-05,43.28,24.58,SOJA,PRG,CEPEA
2009-10-06,20.15,11.50,MILHO,BRASIL,CEPEA
2009-10-06,44.20,25.23,SOJA,PR,CEPEA
2009-10-06,43.83,25.02,SOJA,PRG,CEPEA
2009-10-07,20.20,11.50,MILHO,BRASIL,CEPEA
2009-10-07,44.36,25.26,SOJA,PR,CEPEA
2009-10-07,44.10,25.11,SOJA,PRG,CEPEA
2009-10-08,20.69,11.90,MILHO,BRASIL,CEPEA
2009-10-08,44.37,25.52,SOJA,PR,CEPEA
2009-10-08,44.17,25.40,SOJA,PRG,CEPEA
2009-10-09,20.73,11.94,MILHO,BRASIL,CEPEA
2009-10-09,44.57,25.66,SOJA,PR,CEPEA
2009-10-09,44.17,25.43,SOJA,PRG,CEPEA
2009-10-13,20.76,12.02,MILHO,BRASIL,CEPEA
2009-10-13,44.78,25.93,SOJA,PR,CEPEA
2009-10-13,44.50,25.77,SOJA,PRG,CEPEA
2009-10-14,20.78,12.20,MILHO,BRASIL,CEPEA
2009-10-14,45.01,26.43,SOJA,PR,CEPEA
2009-10-14,44.60,26.19,SOJA,PRG,CEPEA
2009-10-15,20.70,12.19,MILHO,BRASIL,CEPEA
2009-10-15,44.95,26.46,SOJA,PR,CEPEA
2009-10-15,45.08,26.54,SOJA,PRG,CEPEA
2009-10-16,20.78,12.15,MILHO,BRASIL,CEPEA
2009-10-16,44.79,26.19,SOJA,PR,CEPEA
2009-10-16,44.25,25.88,SOJA,PRG,CEPEA
2009-10-19,20.73,12.12,MILHO,BRASIL,CEPEA
2009-10-19,44.86,26.22,SOJA,PR,CEPEA
2009-10-19,44.50,26.01,SOJA,PRG,CEPEA
2009-10-20,20.79,11.92,MILHO,BRASIL,CEPEA
2009-10-20,44.78,25.68,SOJA,PR,CEPEA
2009-10-20,44.00,25.23,SOJA,PRG,CEPEA
2009-10-21,20.73,12.02,MILHO,BRASIL,CEPEA
2009-10-21,45.06,26.12,SOJA,PR,CEPEA
2009-10-21,44.00,25.51,SOJA,PRG,CEPEA
2009-10-22,20.75,12.03,MILHO,BRASIL,CEPEA
2009-10-22,44.99,26.08,SOJA,PR,CEPEA
2009-10-22,44.13,25.58,SOJA,PRG,CEPEA
2009-10-23,20.81,12.15,MILHO,BRASIL,CEPEA
2009-10-23,45.11,26.33,SOJA,PR,CEPEA
2009-10-23,44.50,25.98,SOJA,PRG,CEPEA
2009-10-26,20.88,12.00,MILHO,BRASIL,CEPEA
2009-10-26,44.76,25.72,SOJA,PR,CEPEA
2009-10-26,43.42,24.95,SOJA,PRG,CEPEA
2009-10-27,20.91,12.02,MILHO,BRASIL,CEPEA
2009-10-27,44.61,25.65,SOJA,PR,CEPEA
2009-10-27,44.13,25.37,SOJA,PRG,CEPEA
2009-10-28,20.97,11.95,MILHO,BRASIL,CEPEA
2009-10-28,44.55,25.39,SOJA,PR,CEPEA
2009-10-28,43.41,24.73,SOJA,PRG,CEPEA
2009-10-29,21.02,12.14,MILHO,BRASIL,CEPEA
2009-10-29,44.74,25.84,SOJA,PR,CEPEA
2009-10-29,43.17,24.94,SOJA,PRG,CEPEA
2009-10-30,21.02,11.97,MILHO,BRASIL,CEPEA
2009-10-30,44.52,25.35,SOJA,PR,CEPEA
2009-10-30,43.00,24.49,SOJA,PRG,CEPEA
2009-11-03,20.95,12.01,MILHO,BRASIL,CEPEA
2009-11-03,44.38,25.43,SOJA,PR,CEPEA
2009-11-03,42.67,24.45,SOJA,PRG,CEPEA
2009-11-04,20.85,12.06,MILHO,BRASIL,CEPEA
2009-11-04,44.72,25.88,SOJA,PR,CEPEA
2009-11-04,43.83,25.37,SOJA,PRG,CEPEA
2009-11-05,20.66,12.00,MILHO,BRASIL,CEPEA
2009-11-05,44.84,26.04,SOJA,PR,CEPEA
2009-11-05,44.25,25.70,SOJA,PRG,CEPEA
2009-11-06,20.70,12.04,MILHO,BRASIL,CEPEA
2009-11-06,44.62,25.95,SOJA,PR,CEPEA
2009-11-06,43.73,25.44,SOJA,PRG,CEPEA
2009-11-09,20.82,12.24,MILHO,BRASIL,CEPEA
2009-11-09,44.69,26.28,SOJA,PR,CEPEA
2009-11-09,43.67,25.67,SOJA,PRG,CEPEA
2009-11-10,20.67,12.04,MILHO,BRASIL,CEPEA
2009-11-10,44.64,26.00,SOJA,PR,CEPEA
2009-11-10,42.83,24.95,SOJA,PRG,CEPEA
2009-11-11,20.71,12.03,MILHO,BRASIL,CEPEA
2009-11-11,44.33,25.74,SOJA,PR,CEPEA
2009-11-11,42.20,24.51,SOJA,PRG,CEPEA
2009-11-12,20.56,11.83,MILHO,BRASIL,CEPEA
2009-11-12,44.16,25.41,SOJA,PR,CEPEA
2009-11-12,42.50,24.45,SOJA,PRG,CEPEA
2009-11-13,20.60,11.96,MILHO,BRASIL,CEPEA
2009-11-13,44.45,25.81,SOJA,PR,CEPEA
2009-11-13,41.25,23.95,SOJA,PRG,CEPEA
2009-11-16,20.61,12.05,MILHO,BRASIL,CEPEA
2009-11-16,44.47,26.01,SOJA,PR,CEPEA
2009-11-16,42.25,24.71,SOJA,PRG,CEPEA
2009-11-17,20.55,11.97,MILHO,BRASIL,CEPEA
2009-11-17,44.16,25.72,SOJA,PR,CEPEA
2009-11-17,41.25,24.02,SOJA,PRG,CEPEA
2009-11-18,20.41,11.89,MILHO,BRASIL,CEPEA
2009-11-18,43.87,25.55,SOJA,PR,CEPEA
2009-11-18,40.63,23.66,SOJA,PRG,CEPEA
2009-11-19,20.25,11.68,MILHO,BRASIL,CEPEA
2009-11-19,43.90,25.31,SOJA,PR,CEPEA
2009-11-19,41.57,23.97,SOJA,PRG,CEPEA
2009-11-20,20.19,11.64,MILHO,BRASIL,CEPEA
2009-11-20,43.50,25.09,SOJA,PR,CEPEA
2009-11-20,41.86,24.14,SOJA,PRG,CEPEA
2009-11-23,20.21,11.69,MILHO,BRASIL,CEPEA
2009-11-23,43.78,25.33,SOJA,PR,CEPEA
2009-11-23,41.10,23.78,SOJA,PRG,CEPEA
2009-11-24,20.00,11.53,MILHO,BRASIL,CEPEA
2009-11-24,43.50,25.07,SOJA,PR,CEPEA
2009-11-24,40.90,23.57,SOJA,PRG,CEPEA
2009-11-25,19.93,11.55,MILHO,BRASIL,CEPEA
2009-11-25,43.50,25.21,SOJA,PR,CEPEA
2009-11-25,40.92,23.71,SOJA,PRG,CEPEA
2009-11-26,19.86,11.35,MILHO,BRASIL,CEPEA
2009-11-26,43.38,24.79,SOJA,PR,CEPEA
2009-11-26,41.08,23.48,SOJA,PRG,CEPEA
2009-11-27,19.91,11.42,MILHO,BRASIL,CEPEA
2009-11-27,43.41,24.91,SOJA,PR,CEPEA
2009-11-27,40.83,23.43,SOJA,PRG,CEPEA
2009-11-30,19.80,11.29,MILHO,BRASIL,CEPEA
2009-11-30,42.90,24.46,SOJA,PR,CEPEA
2009-11-30,40.92,23.33,SOJA,PRG,CEPEA
2009-12-01,19.74,11.46,MILHO,BRASIL,CEPEA
2009-12-01,43.23,25.11,SOJA,PR,CEPEA
2009-12-01,41.17,23.91,SOJA,PRG,CEPEA
2009-12-02,19.80,11.50,MILHO,BRASIL,CEPEA
2009-12-02,43.10,25.03,SOJA,PR,CEPEA
2009-12-02,40.95,23.78,SOJA,PRG,CEPEA
2009-12-03,19.54,11.43,MILHO,BRASIL,CEPEA
2009-12-03,42.77,25.03,SOJA,PR,CEPEA
2009-12-03,40.43,23.66,SOJA,PRG,CEPEA
2009-12-04,19.70,11.42,MILHO,BRASIL,CEPEA
2009-12-04,43.12,25.00,SOJA,PR,CEPEA
2009-12-04,40.58,23.52,SOJA,PRG,CEPEA
2009-12-07,19.69,11.43,MILHO,BRASIL,CEPEA
2009-12-07,43.11,25.03,SOJA,PR,CEPEA
2009-12-07,41.17,23.91,SOJA,PRG,CEPEA
2009-12-08,19.66,11.18,MILHO,BRASIL,CEPEA
2009-12-08,42.92,24.41,SOJA,PR,CEPEA
2009-12-08,41.83,23.80,SOJA,PRG,CEPEA
2009-12-09,19.66,11.10,MILHO,BRASIL,CEPEA
2009-12-09,43.23,24.41,SOJA,PR,CEPEA
2009-12-09,42.00,23.72,SOJA,PRG,CEPEA
2009-12-10,19.99,11.32,MILHO,BRASIL,CEPEA
2009-12-10,42.99,24.34,SOJA,PR,CEPEA
2009-12-10,41.50,23.50,SOJA,PRG,CEPEA
2009-12-11,20.02,11.41,MILHO,BRASIL,CEPEA
2009-12-11,42.94,24.47,SOJA,PR,CEPEA
2009-12-11,41.38,23.58,SOJA,PRG,CEPEA
2009-12-14,19.94,11.45,MILHO,BRASIL,CEPEA
2009-12-14,43.03,24.70,SOJA,PR,CEPEA
2009-12-14,41.67,23.92,SOJA,PRG,CEPEA
2009-12-15,19.91,11.36,MILHO,BRASIL,CEPEA
2009-12-15,42.79,24.41,SOJA,PR,CEPEA
2009-12-15,40.50,23.10,SOJA,PRG,CEPEA
2009-12-16,20.24,11.57,MILHO,BRASIL,CEPEA
2009-12-16,42.92,24.52,SOJA,PR,CEPEA
2009-12-16,41.38,23.64,SOJA,PRG,CEPEA
2009-12-17,20.34,11.36,MILHO,BRASIL,CEPEA
2009-12-17,42.77,23.89,SOJA,PR,CEPEA
2009-12-17,41.50,23.18,SOJA,PRG,CEPEA
2009-12-18,20.42,11.45,MILHO,BRASIL,CEPEA
2009-12-18,42.82,24.01,SOJA,PR,CEPEA
2009-12-18,41.67,23.37,SOJA,PRG,CEPEA
2009-12-21,20.39,11.43,MILHO,BRASIL,CEPEA
2009-12-21,42.71,23.94,SOJA,PR,CEPEA
2009-12-21,41.33,23.16,SOJA,PRG,CEPEA
2009-12-22,20.25,11.36,MILHO,BRASIL,CEPEA
2009-12-22,42.49,23.85,SOJA,PR,CEPEA
2009-12-22,41.33,23.19,SOJA,PRG,CEPEA
2009-12-23,20.40,11.61,MILHO,BRASIL,CEPEA
2009-12-23,42.62,24.26,SOJA,PR,CEPEA
2009-12-23,41.33,23.52,SOJA,PRG,CEPEA
2009-12-28,20.29,11.66,MILHO,BRASIL,CEPEA
2009-12-28,42.74,24.55,SOJA,PR,CEPEA
2009-12-28,42.00,24.12,SOJA,PRG,CEPEA
2009-12-29,20.26,11.62,MILHO,BRASIL,CEPEA
2009-12-29,42.56,24.42,SOJA,PR,CEPEA
2009-12-29,42.00,24.10,SOJA,PRG,CEPEA
2009-12-30,20.14,11.55,MILHO,BRASIL,CEPEA
2009-12-30,42.51,24.39,SOJA,PR,CEPEA
2009-12-30,42.00,24.10,SOJA,PRG,CEPEA
2010-01-04,20.39,11.86,MILHO,BRASIL,CEPEA
2010-01-04,42.73,24.84,SOJA,PR,CEPEA
2010-01-04,42.00,24.42,SOJA,PRG,CEPEA
2010-01-05,20.40,11.79,MILHO,BRASIL,CEPEA
2010-01-05,42.57,24.59,SOJA,PR,CEPEA
2010-01-05,42.00,24.26,SOJA,PRG,CEPEA
2010-01-06,20.25,11.64,MILHO,BRASIL,CEPEA
2010-01-06,42.11,24.21,SOJA,PR,CEPEA
2010-01-06,41.50,23.86,SOJA,PRG,CEPEA
2010-01-07,20.28,11.62,MILHO,BRASIL,CEPEA
2010-01-07,42.19,24.18,SOJA,PR,CEPEA
2010-01-07,42.00,24.07,SOJA,PRG,CEPEA
2010-01-08,20.18,11.66,MILHO,BRASIL,CEPEA
2010-01-08,42.21,24.40,SOJA,PR,CEPEA
2010-01-08,42.00,24.28,SOJA,PRG,CEPEA
2010-01-11,20.19,11.63,MILHO,BRASIL,CEPEA
2010-01-11,41.50,23.91,SOJA,PR,CEPEA
2010-01-11,40.40,23.27,SOJA,PRG,CEPEA
2010-01-12,19.89,11.38,MILHO,BRASIL,CEPEA
2010-01-12,40.80,23.34,SOJA,PR,CEPEA
2010-01-12,41.00,23.46,SOJA,PRG,CEPEA
2010-01-13,19.54,11.10,MILHO,BRASIL,CEPEA
2010-01-13,40.09,22.78,SOJA,PR,CEPEA
2010-01-13,41.00,23.30,SOJA,PRG,CEPEA
2010-01-14,19.69,11.15,MILHO,BRASIL,CEPEA
2010-01-14,39.53,22.40,SOJA,PR,CEPEA
2010-01-14,40.00,22.66,SOJA,PRG,CEPEA
2010-01-15,19.67,11.10,MILHO,BRASIL,CEPEA
2010-01-15,39.76,22.44,SOJA,PR,CEPEA
2010-01-15,40.00,22.57,SOJA,PRG,CEPEA
2010-01-18,19.62,11.10,MILHO,BRASIL,CEPEA
2010-01-18,39.48,22.35,SOJA,PR,CEPEA
2010-01-18,40.00,22.64,SOJA,PRG,CEPEA
2010-01-19,19.50,11.00,MILHO,BRASIL,CEPEA
2010-01-19,39.09,22.06,SOJA,PR,CEPEA
2010-01-19,39.60,22.35,SOJA,PRG,CEPEA
2010-01-20,19.40,10.83,MILHO,BRASIL,CEPEA
2010-01-20,38.80,21.65,SOJA,PR,CEPEA
2010-01-20,39.33,21.95,SOJA,PRG,CEPEA
2010-01-21,19.27,10.71,MILHO,BRASIL,CEPEA
2010-01-21,38.47,21.37,SOJA,PR,CEPEA
2010-01-21,39.13,21.74,SOJA,PRG,CEPEA
2010-01-22,19.29,10.63,MILHO,BRASIL,CEPEA
2010-01-22,38.37,21.14,SOJA,PR,CEPEA
2010-01-22,39.22,21.61,SOJA,PRG,CEPEA
2010-01-25,19.06,10.47,MILHO,BRASIL,CEPEA
2010-01-25,38.46,21.12,SOJA,PR,CEPEA
2010-01-25,39.40,21.64,SOJA,PRG,CEPEA
2010-01-26,19.15,10.43,MILHO,BRASIL,CEPEA
2010-01-26,37.64,20.50,SOJA,PR,CEPEA
2010-01-26,39.07,21.28,SOJA,PRG,CEPEA
2010-01-27,19.20,10.33,MILHO,BRASIL,CEPEA
2010-01-27,37.94,20.41,SOJA,PR,CEPEA
2010-01-27,39.00,20.98,SOJA,PRG,CEPEA
2010-01-28,19.18,10.27,MILHO,BRASIL,CEPEA
2010-01-28,37.36,20.01,SOJA,PR,CEPEA
2010-01-28,38.88,20.82,SOJA,PRG,CEPEA
2010-01-29,19.10,10.13,MILHO,BRASIL,CEPEA
2010-01-29,36.90,19.57,SOJA,PR,CEPEA
2010-01-29,38.80,20.58,SOJA,PRG,CEPEA
2010-02-01,19.08,10.26,MILHO,BRASIL,CEPEA
2010-02-01,36.36,19.56,SOJA,PR,CEPEA
2010-02-01,38.12,20.51,SOJA,PRG,CEPEA
2010-02-02,18.97,10.36,MILHO,BRASIL,CEPEA
2010-02-02,36.10,19.73,SOJA,PR,CEPEA
2010-02-02,38.04,20.79,SOJA,PRG,CEPEA
2010-02-03,18.95,10.28,MILHO,BRASIL,CEPEA
2010-02-03,35.65,19.34,SOJA,PR,CEPEA
2010-02-03,37.78,20.50,SOJA,PRG,CEPEA
2010-02-04,18.77,9.97,MILHO,BRASIL,CEPEA
2010-02-04,35.45,18.82,SOJA,PR,CEPEA
2010-02-04,37.66,20.00,SOJA,PRG,CEPEA
2010-02-05,18.63,9.86,MILHO,BRASIL,CEPEA
2010-02-05,35.37,18.72,SOJA,PR,CEPEA
2010-02-05,37.65,19.92,SOJA,PRG,CEPEA
2010-02-08,18.62,9.93,MILHO,BRASIL,CEPEA
2010-02-08,35.73,19.07,SOJA,PR,CEPEA
2010-02-08,38.09,20.33,SOJA,PRG,CEPEA
2010-02-09,18.41,9.97,MILHO,BRASIL,CEPEA
2010-02-09,35.68,19.32,SOJA,PR,CEPEA
2010-02-09,37.77,20.45,SOJA,PRG,CEPEA
2010-02-10,18.05,9.76,MILHO,BRASIL,CEPEA
2010-02-10,35.52,19.21,SOJA,PR,CEPEA
2010-02-10,37.93,20.51,SOJA,PRG,CEPEA
2010-02-11,18.12,9.80,MILHO,BRASIL,CEPEA
2010-02-11,35.59,19.25,SOJA,PR,CEPEA
2010-02-11,38.29,20.71,SOJA,PRG,CEPEA
2010-02-12,18.03,9.68,MILHO,BRASIL,CEPEA
2010-02-12,35.72,19.18,SOJA,PR,CEPEA
2010-02-12,38.42,20.62,SOJA,PRG,CEPEA
2010-02-17,18.07,9.89,MILHO,BRASIL,CEPEA
2010-02-17,35.99,19.71,SOJA,PR,CEPEA
2010-02-17,38.15,20.90,SOJA,PRG,CEPEA
2010-02-18,18.02,9.89,MILHO,BRASIL,CEPEA
2010-02-18,35.80,19.65,SOJA,PR,CEPEA
2010-02-18,38.17,20.95,SOJA,PRG,CEPEA
2010-02-19,18.10,10.03,MILHO,BRASIL,CEPEA
2010-02-19,35.70,19.78,SOJA,PR,CEPEA
2010-02-19,38.34,21.24,SOJA,PRG,CEPEA
2010-02-22,18.00,9.95,MILHO,BRASIL,CEPEA
2010-02-22,35.55,19.65,SOJA,PR,CEPEA
2010-02-22,38.45,21.25,SOJA,PRG,CEPEA
2010-02-23,18.09,9.91,MILHO,BRASIL,CEPEA
2010-02-23,35.99,19.71,SOJA,PR,CEPEA
2010-02-23,39.18,21.46,SOJA,PRG,CEPEA
2010-02-24,18.05,9.89,MILHO,BRASIL,CEPEA
2010-02-24,35.92,19.67,SOJA,PR,CEPEA
2010-02-24,38.97,21.34,SOJA,PRG,CEPEA
2010-02-25,18.10,9.88,MILHO,BRASIL,CEPEA
2010-02-25,35.61,19.45,SOJA,PR,CEPEA
2010-02-25,38.60,21.08,SOJA,PRG,CEPEA
2010-02-26,18.18,10.07,MILHO,BRASIL,CEPEA
2010-02-26,35.44,19.62,SOJA,PR,CEPEA
2010-02-26,38.73,21.44,SOJA,PRG,CEPEA
2010-03-01,18.14,10.09,MILHO,BRASIL,CEPEA
2010-03-01,35.34,19.66,SOJA,PR,CEPEA
2010-03-01,38.27,21.29,SOJA,PRG,CEPEA
2010-03-02,18.11,10.16,MILHO,BRASIL,CEPEA
2010-03-02,35.09,19.69,SOJA,PR,CEPEA
2010-03-02,38.06,21.36,SOJA,PRG,CEPEA
2010-03-03,18.38,10.27,MILHO,BRASIL,CEPEA
2010-03-03,35.20,19.66,SOJA,PR,CEPEA
2010-03-03,38.32,21.41,SOJA,PRG,CEPEA
2010-03-04,18.44,10.29,MILHO,BRASIL,CEPEA
2010-03-04,34.77,19.40,SOJA,PR,CEPEA
2010-03-04,37.54,20.95,SOJA,PRG,CEPEA
2010-03-05,18.47,10.34,MILHO,BRASIL,CEPEA
2010-03-05,34.32,19.22,SOJA,PR,CEPEA
2010-03-05,37.00,20.72,SOJA,PRG,CEPEA
2010-03-08,18.45,10.32,MILHO,BRASIL,CEPEA
2010-03-08,34.17,19.11,SOJA,PR,CEPEA
2010-03-08,36.99,20.69,SOJA,PRG,CEPEA
2010-03-09,18.54,10.42,MILHO,BRASIL,CEPEA
2010-03-09,34.04,19.12,SOJA,PR,CEPEA
2010-03-09,37.11,20.85,SOJA,PRG,CEPEA
2010-03-10,18.58,10.49,MILHO,BRASIL,CEPEA
2010-03-10,33.98,19.19,SOJA,PR,CEPEA
2010-03-10,37.25,21.03,SOJA,PRG,CEPEA
2010-03-11,18.68,10.55,MILHO,BRASIL,CEPEA
2010-03-11,33.73,19.06,SOJA,PR,CEPEA
2010-03-11,36.75,20.77,SOJA,PRG,CEPEA
2010-03-12,18.66,10.59,MILHO,BRASIL,CEPEA
2010-03-12,33.45,18.99,SOJA,PR,CEPEA
2010-03-12,36.38,20.65,SOJA,PRG,CEPEA
2010-03-15,18.69,10.60,MILHO,BRASIL,CEPEA
2010-03-15,32.97,18.70,SOJA,PR,CEPEA
2010-03-15,36.16,20.51,SOJA,PRG,CEPEA
2010-03-16,18.65,10.57,MILHO,BRASIL,CEPEA
2010-03-16,33.11,18.77,SOJA,PR,CEPEA
2010-03-16,36.54,20.72,SOJA,PRG,CEPEA
2010-03-17,18.64,10.56,MILHO,BRASIL,CEPEA
2010-03-17,33.13,18.77,SOJA,PR,CEPEA
2010-03-17,36.56,20.71,SOJA,PRG,CEPEA
2010-03-18,18.59,10.41,MILHO,BRASIL,CEPEA
2010-03-18,33.50,18.76,SOJA,PR,CEPEA
2010-03-18,36.97,20.70,SOJA,PRG,CEPEA
2010-03-19,18.50,10.27,MILHO,BRASIL,CEPEA
2010-03-19,33.84,18.79,SOJA,PR,CEPEA
2010-03-19,37.44,20.79,SOJA,PRG,CEPEA
2010-03-22,18.63,10.35,MILHO,BRASIL,CEPEA
2010-03-22,34.13,18.96,SOJA,PR,CEPEA
2010-03-22,38.00,21.11,SOJA,PRG,CEPEA
2010-03-23,18.56,10.45,MILHO,BRASIL,CEPEA
2010-03-23,34.28,19.29,SOJA,PR,CEPEA
2010-03-23,37.88,21.32,SOJA,PRG,CEPEA
2010-03-24,18.58,10.32,MILHO,BRASIL,CEPEA
2010-03-24,34.04,18.91,SOJA,PR,CEPEA
2010-03-24,37.53,20.85,SOJA,PRG,CEPEA
2010-03-25,18.26,10.10,MILHO,BRASIL,CEPEA
2010-03-25,34.26,18.94,SOJA,PR,CEPEA
2010-03-25,37.58,20.77,SOJA,PRG,CEPEA
2010-03-26,18.52,10.14,MILHO,BRASIL,CEPEA
2010-03-26,34.23,18.75,SOJA,PR,CEPEA
2010-03-26,37.76,20.68,SOJA,PRG,CEPEA
2010-03-29,18.20,10.12,MILHO,BRASIL,CEPEA
2010-03-29,34.58,19.23,SOJA,PR,CEPEA
2010-03-29,38.36,21.33,SOJA,PRG,CEPEA
2010-03-30,18.26,10.17,MILHO,BRASIL,CEPEA
2010-03-30,34.55,19.25,SOJA,PR,CEPEA
2010-03-30,38.04,21.19,SOJA,PRG,CEPEA
2010-03-31,18.23,10.24,MILHO,BRASIL,CEPEA
2010-03-31,34.51,19.38,SOJA,PR,CEPEA
2010-03-31,37.34,20.97,SOJA,PRG,CEPEA
2010-04-01,18.31,10.35,MILHO,BRASIL,CEPEA
2010-04-01,33.79,19.10,SOJA,PR,CEPEA
2010-04-01,36.31,20.53,SOJA,PRG,CEPEA
2010-04-05,18.23,10.35,MILHO,BRASIL,CEPEA
2010-04-05,33.52,19.02,SOJA,PR,CEPEA
2010-04-05,36.14,20.51,SOJA,PRG,CEPEA
2010-04-06,18.28,10.42,MILHO,BRASIL,CEPEA
2010-04-06,33.23,18.94,SOJA,PR,CEPEA
2010-04-06,36.23,20.65,SOJA,PRG,CEPEA
2010-04-07,18.18,10.23,MILHO,BRASIL,CEPEA
2010-04-07,33.42,18.82,SOJA,PR,CEPEA
2010-04-07,36.53,20.57,SOJA,PRG,CEPEA
2010-04-08,18.27,10.27,MILHO,BRASIL,CEPEA
2010-04-08,33.85,19.04,SOJA,PR,CEPEA
2010-04-08,36.91,20.76,SOJA,PRG,CEPEA
2010-04-09,18.25,10.28,MILHO,BRASIL,CEPEA
2010-04-09,33.95,19.14,SOJA,PR,CEPEA
2010-04-09,37.30,21.03,SOJA,PRG,CEPEA
2010-04-12,18.32,10.43,MILHO,BRASIL,CEPEA
2010-04-12,34.16,19.44,SOJA,PR,CEPEA
2010-04-12,37.30,21.23,SOJA,PRG,CEPEA
2010-04-13,18.27,10.40,MILHO,BRASIL,CEPEA
2010-04-13,34.34,19.54,SOJA,PR,CEPEA
2010-04-13,37.53,21.36,SOJA,PRG,CEPEA
